t_rel,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7,cmd_8,cmd_9,cmd_10,cmd_11,cmd_12,cmd_13,cmd_14,cmd_15,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15
3.722011089324951,2467,2867,1430,1890,2903,1780,3811,1676,1527,1256,1402,1400,2578,2150,2003,1868,2482,2867,1480,1890,2926,1758,3805,1678,1521,1235,1379,1400,2579,2153,2003,1869
3.8021090030670166,2465,2866,1422,1890,2895,1792,3810,1676,1537,1259,1407,1400,2578,2150,2003,1865,2477,2867,1480,1890,2926,1764,3805,1678,1533,1236,1381,1400,2579,2153,2003,1866
3.881981611251831,2463,2866,1414,1890,2888,1803,3810,1676,1548,1261,1411,1400,2577,2150,2002,1862,2476,2866,1464,1890,2907,1775,3805,1678,1546,1243,1381,1400,2579,2153,2002,1863
3.962111473083496,2461,2865,1407,1890,2880,1814,3810,1676,1558,1263,1416,1400,2577,2150,2001,1859,2476,2866,1457,1890,2896,1799,3805,1678,1554,1243,1381,1400,2579,2153,2001,1860
4.042103290557861,2459,2865,1399,1890,2872,1826,3810,1676,1569,1266,1420,1400,2576,2150,2001,1856,2470,2865,1457,1890,2896,1806,3805,1677,1566,1243,1381,1400,2578,2153,2001,1858
4.121981382369995,2457,2864,1391,1890,2864,1837,3810,1676,1579,1268,1425,1400,2576,2150,2000,1853,2470,2865,1457,1890,2895,1806,3805,1677,1577,1244,1403,1400,2578,2153,2000,1854
4.202050447463989,2455,2864,1384,1891,2857,1849,3810,1676,1590,1271,1430,1400,2576,2150,2000,1850,2470,2863,1440,1890,2894,1818,3805,1677,1587,1244,1406,1400,2578,2151,2000,1851
4.335993766784668,2465,2863,1427,1891,2869,1837,3737,1675,1554,1252,1406,1400,2577,2150,2000,1850,2466,2864,1421,1891,2870,1846,3805,1677,1589,1252,1406,1400,2578,2151,2000,1851
4.409944295883179,2465,2863,1426,1891,2869,1837,3669,1674,1518,1253,1407,1400,2577,2150,2000,1850,2466,2863,1420,1891,2870,1848,3744,1676,1554,1252,1406,1400,2578,2151,2000,1852
4.4899890422821045,2465,2863,1425,1891,2868,1838,3601,1673,1483,1253,1408,1400,2577,2150,2000,1850,2466,2863,1420,1891,2870,1848,3670,1676,1515,1252,1406,1400,2578,2151,2000,1851
4.5699968338012695,2464,2863,1423,1891,2868,1838,3533,1672,1447,1254,1408,1400,2577,2150,2000,1850,2466,2863,1420,1891,2870,1848,3595,1676,1482,1252,1406,1400,2578,2151,2000,1851
4.649931907653809,2464,2863,1422,1891,2868,1838,3466,1671,1412,1254,1409,1400,2577,2150,2000,1850,2466,2863,1420,1891,2870,1848,3524,1676,1444,1252,1406,1400,2578,2151,2000,1851
4.730068922042847,2464,2863,1421,1891,2867,1839,3398,1670,1376,1255,1410,1400,2577,2150,2000,1850,2466,2863,1419,1891,2870,1848,3453,1675,1405,1252,1406,1400,2578,2151,2000,1851
4.810232400894165,2463,2863,1419,1891,2867,1839,3330,1669,1340,1255,1410,1400,2577,2150,2000,1850,2466,2863,1420,1891,2870,1848,3384,1675,1371,1252,1406,1400,2578,2151,2000,1851
4.890150547027588,2463,2863,1418,1891,2866,1839,3262,1668,1305,1256,1411,1400,2577,2150,2000,1850,2466,2863,1420,1891,2870,1848,3312,1674,1331,1252,1406,1400,2578,2151,2000,1851
4.969895362854004,2463,2863,1417,1891,2866,1840,3194,1667,1269,1257,1412,1400,2577,2150,2000,1850,2466,2863,1420,1891,2870,1848,3241,1674,1300,1252,1406,1400,2578,2151,2000,1851
5.049969673156738,2462,2863,1415,1891,2866,1840,3127,1666,1234,1257,1413,1400,2577,2150,2000,1850,2466,2863,1419,1891,2870,1848,3170,1666,1266,1252,1406,1400,2578,2151,2000,1851
5.130108118057251,2462,2863,1414,1891,2865,1840,3059,1665,1198,1258,1413,1400,2577,2150,2000,1850,2466,2863,1419,1891,2870,1848,3102,1666,1230,1252,1406,1400,2578,2151,2000,1851
5.210388898849487,2462,2863,1413,1891,2865,1841,2991,1664,1162,1258,1414,1400,2577,2150,2000,1850,2466,2863,1420,1891,2870,1848,3039,1665,1195,1252,1406,1400,2578,2151,2000,1851
5.289886951446533,2461,2863,1411,1891,2865,1841,2923,1663,1127,1259,1415,1400,2577,2150,2000,1850,2466,2863,1420,1891,2869,1848,2981,1663,1157,1252,1406,1400,2578,2151,2000,1851
5.369961977005005,2461,2863,1410,1891,2864,1841,2855,1662,1091,1259,1415,1400,2577,2150,2000,1850,2466,2863,1419,1891,2869,1848,2930,1662,1119,1252,1406,1400,2578,2151,2000,1851
5.449905157089233,2461,2863,1409,1891,2864,1842,2788,1661,1056,1260,1416,1400,2577,2150,2000,1850,2466,2863,1419,1891,2869,1848,2872,1661,1084,1252,1406,1400,2577,2150,2000,1851
5.52994966506958,2460,2863,1407,1891,2863,1842,2720,1660,1020,1260,1417,1400,2577,2150,2000,1850,2466,2863,1420,1891,2868,1848,2821,1659,1057,1252,1406,1400,2577,2150,2000,1851
5.610236644744873,2460,2863,1406,1891,2863,1843,2652,1659,985,1261,1418,1400,2577,2150,2000,1850,2466,2863,1420,1891,2868,1848,2774,1659,1033,1252,1407,1400,2577,2150,2000,1851
